#datetime;TLU#1:examples.TLU.S.state;TLU#1:examples.TLU.T.changeTime;TLU#2:examples.TLU.S.state;TLU#2:examples.TLU.T.changeTime;TLU#3:examples.TLU.S.state;TLU#3:examples.TLU.T.changeTime;TLU#4:examples.TLU.S.state;TLU#4:examples.TLU.T.changeTime;TLU#5:examples.TLU.S.state;TLU#5:examples.TLU.T.changeTime;TLU#6:examples.TLU.S.state;TLU#6:examples.TLU.T.changeTime
20130531T145600;true;21600;false;21600;false;21600;false;21600;true;21600;true;21600
20130531T145700;true;21600;false;21600;false;21600;false;21600;true;21600;true;21600
20130531T145800;true;21600;false;21600;false;21600;false;21600;true;21600;true;21600
20130531T145900;true;21600;false;21600;false;21600;false;21600;true;21600;true;21600
20130531T150000;false;21900;true;21900;true;21900;true;21900;false;21900;false;21900
20130531T150100;false;21900;true;21900;true;21900;true;21900;false;21900;false;21900
20130531T150200;false;21900;true;21900;true;21900;true;21900;false;21900;false;21900
20130531T150300;false;21900;true;21900;true;21900;true;21900;false;21900;false;21900
20130531T150400;false;21900;true;21900;true;21900;true;21900;false;21900;false;21900
20130531T150500;true;22200;false;22200;false;22200;false;22200;true;22200;true;22200
20130531T150600;true;22200;false;22200;false;22200;false;22200;true;22200;true;22200
20130531T150700;true;22200;false;22200;false;22200;false;22200;true;22200;true;22200
20130531T150800;true;22200;false;22200;false;22200;false;22200;true;22200;true;22200
20130531T150900;true;22200;false;22200;false;22200;false;22200;true;22200;true;22200
20130531T151000;false;22500;true;22500;true;22500;true;22500;false;22500;false;22500
20130531T151100;false;22500;true;22500;true;22500;true;22500;false;22500;false;22500
20130531T151200;false;22500;true;22500;true;22500;true;22500;false;22500;false;22500
20130531T151300;false;22500;true;22500;true;22500;true;22500;false;22500;false;22500
20130531T151400;false;22500;true;22500;true;22500;true;22500;false;22500;false;22500
20130531T151500;true;22800;false;22800;false;22800;false;22800;true;22800;true;22800
20130531T151600;true;22800;false;22800;false;22800;false;22800;true;22800;true;22800
20130531T151700;true;22800;false;22800;false;22800;false;22800;true;22800;true;22800
20130531T151800;true;22800;false;22800;false;22800;false;22800;true;22800;true;22800
20130531T151900;true;22800;false;22800;false;22800;false;22800;true;22800;true;22800
20130531T152000;false;23100;true;23100;true;23100;true;23100;false;23100;false;23100
20130531T152100;false;23100;true;23100;true;23100;true;23100;false;23100;false;23100
20130531T152200;false;23100;true;23100;true;23100;true;23100;false;23100;false;23100
20130531T152300;false;23100;true;23100;true;23100;true;23100;false;23100;false;23100
20130531T152400;false;23100;true;23100;true;23100;true;23100;false;23100;false;23100
20130531T152500;true;23400;false;23400;false;23400;false;23400;true;23400;true;23400
20130531T152600;true;23400;false;23400;false;23400;false;23400;true;23400;true;23400
20130531T152700;true;23400;false;23400;false;23400;false;23400;true;23400;true;23400
20130531T152800;true;23400;false;23400;false;23400;false;23400;true;23400;true;23400
20130531T152900;true;23400;false;23400;false;23400;false;23400;true;23400;true;23400
20130531T153000;false;23700;true;23700;true;23700;true;23700;false;23700;false;23700
20130531T153100;false;23700;true;23700;true;23700;true;23700;false;23700;false;23700
20130531T153200;false;23700;true;23700;true;23700;true;23700;false;23700;false;23700
20130531T153300;false;23700;true;23700;true;23700;true;23700;false;23700;false;23700
20130531T153400;false;23700;true;23700;true;23700;true;23700;false;23700;false;23700
20130531T153500;true;24000;false;24000;false;24000;false;24000;true;24000;true;24000
20130531T153600;true;24000;false;24000;false;24000;false;24000;true;24000;true;24000
20130531T153700;true;24000;false;24000;false;24000;false;24000;true;24000;true;24000
20130531T153800;true;24000;false;24000;false;24000;false;24000;true;24000;true;24000
20130531T153900;true;24000;false;24000;false;24000;false;24000;true;24000;true;24000
20130531T154000;false;24300;true;24300;true;24300;true;24300;false;24300;false;24300
20130531T154100;false;24300;true;24300;true;24300;true;24300;false;24300;false;24300
20130531T154200;false;24300;true;24300;true;24300;true;24300;false;24300;false;24300
20130531T154300;false;24300;true;24300;true;24300;true;24300;false;24300;false;24300
20130531T154400;false;24300;true;24300;true;24300;true;24300;false;24300;false;24300
20130531T154500;true;24600;false;24600;false;24600;false;24600;true;24600;true;24600
20130531T154600;true;24600;false;24600;false;24600;false;24600;true;24600;true;24600
20130531T154700;true;24600;false;24600;false;24600;false;24600;true;24600;true;24600
20130531T154800;true;24600;false;24600;false;24600;false;24600;true;24600;true;24600
20130531T154900;true;24600;false;24600;false;24600;false;24600;true;24600;true;24600
20130531T155000;false;24900;true;24900;true;24900;true;24900;false;24900;false;24900
20130531T155100;false;24900;true;24900;true;24900;true;24900;false;24900;false;24900
20130531T155200;false;24900;true;24900;true;24900;true;24900;false;24900;false;24900
20130531T155300;false;24900;true;24900;true;24900;true;24900;false;24900;false;24900
20130531T155400;false;24900;true;24900;true;24900;true;24900;false;24900;false;24900
20130531T155500;true;25200;false;25200;false;25200;false;25200;true;25200;true;25200
20130531T155600;true;25200;false;25200;false;25200;false;25200;true;25200;true;25200
20130531T155700;true;25200;false;25200;false;25200;false;25200;true;25200;true;25200
20130531T155800;true;25200;false;25200;false;25200;false;25200;true;25200;true;25200
20130531T155900;true;25200;false;25200;false;25200;false;25200;true;25200;true;25200
20130531T160000;false;25500;true;25500;true;25500;true;25500;false;25500;false;25500
20130531T160100;false;25500;true;25500;true;25500;true;25500;false;25500;false;25500
20130531T160200;false;25500;true;25500;true;25500;true;25500;false;25500;false;25500
20130531T160300;false;25500;true;25500;true;25500;true;25500;false;25500;false;25500
20130531T160400;false;25500;true;25500;true;25500;true;25500;false;25500;false;25500
20130531T160500;true;25800;false;25800;false;25800;false;25800;true;25800;true;25800
20130531T160600;true;25800;false;25800;false;25800;false;25800;true;25800;true;25800
20130531T160700;true;25800;false;25800;false;25800;false;25800;true;25800;true;25800
20130531T160800;true;25800;false;25800;false;25800;false;25800;true;25800;true;25800
20130531T160900;true;25800;false;25800;false;25800;false;25800;true;25800;true;25800
20130531T161000;false;26100;true;26100;true;26100;true;26100;false;26100;false;26100
20130531T161100;false;26100;true;26100;true;26100;true;26100;false;26100;false;26100
20130531T161200;false;26100;true;26100;true;26100;true;26100;false;26100;false;26100
20130531T161300;false;26100;true;26100;true;26100;true;26100;false;26100;false;26100
20130531T161400;false;26100;true;26100;true;26100;true;26100;false;26100;false;26100
20130531T161500;true;26400;false;26400;false;26400;false;26400;true;26400;true;26400
20130531T161600;true;26400;false;26400;false;26400;false;26400;true;26400;true;26400
20130531T161700;true;26400;false;26400;false;26400;false;26400;true;26400;true;26400
20130531T161800;true;26400;false;26400;false;26400;false;26400;true;26400;true;26400
20130531T161900;true;26400;false;26400;false;26400;false;26400;true;26400;true;26400
20130531T162000;false;26700;true;26700;true;26700;true;26700;false;26700;false;26700
20130531T162100;false;26700;true;26700;true;26700;true;26700;false;26700;false;26700
20130531T162200;false;26700;true;26700;true;26700;true;26700;false;26700;false;26700
20130531T162300;false;26700;true;26700;true;26700;true;26700;false;26700;false;26700
20130531T162400;false;26700;true;26700;true;26700;true;26700;false;26700;false;26700
20130531T162500;true;27000;false;27000;false;27000;false;27000;true;27000;true;27000
20130531T162600;true;27000;false;27000;false;27000;false;27000;true;27000;true;27000
20130531T162700;true;27000;false;27000;false;27000;false;27000;true;27000;true;27000
20130531T162800;true;27000;false;27000;false;27000;false;27000;true;27000;true;27000
20130531T162900;true;27000;false;27000;false;27000;false;27000;true;27000;true;27000
20130531T163000;false;27300;true;27300;true;27300;true;27300;false;27300;false;27300
20130531T163100;false;27300;true;27300;true;27300;true;27300;false;27300;false;27300
20130531T163200;false;27300;true;27300;true;27300;true;27300;false;27300;false;27300
20130531T163300;false;27300;true;27300;true;27300;true;27300;false;27300;false;27300
20130531T163400;false;27300;true;27300;true;27300;true;27300;false;27300;false;27300
20130531T163500;true;27600;false;27600;false;27600;false;27600;true;27600;true;27600
20130531T163600;true;27600;false;27600;false;27600;false;27600;true;27600;true;27600
20130531T163700;true;27600;false;27600;false;27600;false;27600;true;27600;true;27600
20130531T163800;true;27600;false;27600;false;27600;false;27600;true;27600;true;27600
20130531T163900;true;27600;false;27600;false;27600;false;27600;true;27600;true;27600
20130531T164000;false;27900;true;27900;true;27900;true;27900;false;27900;false;27900
20130531T164100;false;27900;true;27900;true;27900;true;27900;false;27900;false;27900
20130531T164200;false;27900;true;27900;true;27900;true;27900;false;27900;false;27900
20130531T164300;false;27900;true;27900;true;27900;true;27900;false;27900;false;27900
20130531T164400;false;27900;true;27900;true;27900;true;27900;false;27900;false;27900
20130531T164500;true;28200;false;28200;false;28200;false;28200;true;28200;true;28200
20130531T164600;true;28200;false;28200;false;28200;false;28200;true;28200;true;28200
20130531T164700;true;28200;false;28200;false;28200;false;28200;true;28200;true;28200
20130531T164800;true;28200;false;28200;false;28200;false;28200;true;28200;true;28200
20130531T164900;true;28200;false;28200;false;28200;false;28200;true;28200;true;28200
20130531T165000;false;28500;true;28500;true;28500;true;28500;false;28500;false;28500
20130531T165100;false;28500;true;28500;true;28500;true;28500;false;28500;false;28500
20130531T165200;false;28500;true;28500;true;28500;true;28500;false;28500;false;28500
20130531T165300;false;28500;true;28500;true;28500;true;28500;false;28500;false;28500
20130531T165400;false;28500;true;28500;true;28500;true;28500;false;28500;false;28500
20130531T165500;true;28800;false;28800;false;28800;false;28800;true;28800;true;28800
20130531T165600;true;28800;false;28800;false;28800;false;28800;true;28800;true;28800
20130531T165700;true;28800;false;28800;false;28800;false;28800;true;28800;true;28800
20130531T165800;true;28800;false;28800;false;28800;false;28800;true;28800;true;28800
20130531T165900;true;28800;false;28800;false;28800;false;28800;true;28800;true;28800
20130531T170000;false;29100;true;29100;true;29100;true;29100;false;29100;false;29100
