#datetime	water.surf.Q.downstream-su
1997-06-05T06:35:00	0.00032230487
1997-06-05T06:36:00	0.00068365439
1997-06-05T06:37:00	0.00096201
1997-06-05T06:38:00	0.0011347424
1997-06-05T06:39:00	0.0012365736
1997-06-05T06:40:00	0.0012699674
1997-06-05T06:41:00	0.0012185448
1997-06-05T06:42:00	0.0011191451
1997-06-05T06:43:00	0.0010067393
1997-06-05T06:44:00	0.00089786784
1997-06-05T06:45:00	0.0007986034
1997-06-05T06:46:00	0.00071043399
1997-06-05T06:47:00	0.00063300243
1997-06-05T06:48:00	0.000565289
1997-06-05T06:49:00	0.00050611177
1997-06-05T06:50:00	0.00045432939
1997-06-05T06:51:00	0.00040891572
1997-06-05T06:52:00	0.00036897737
1997-06-05T06:53:00	0.00033374949
1997-06-05T06:54:00	0.00030258182
1997-06-05T06:55:00	0.00027492311
1997-06-05T06:56:00	0.0002503063
1997-06-05T06:57:00	0.00022833484
1997-06-05T06:58:00	0.00020867158
1997-06-05T06:59:00	0.00019107397
1997-06-05T07:00:00	0.00023674795
1997-06-05T07:01:00	0.00038599913
1997-06-05T07:02:00	0.00071170292
1997-06-05T07:03:00	0.0012955677
1997-06-05T07:04:00	0.001967327
1997-06-05T07:05:00	0.002606519
1997-06-05T07:06:00	0.0031904241
1997-06-05T07:07:00	0.003606068
1997-06-05T07:08:00	0.0037770967
1997-06-05T07:09:00	0.0037470574
1997-06-05T07:10:00	0.0036075884
1997-06-05T07:11:00	0.0033889641
1997-06-05T07:12:00	0.0030943984
1997-06-05T07:13:00	0.0027832801
1997-06-05T07:14:00	0.002490313
1997-06-05T07:15:00	0.0022277029
1997-06-05T07:16:00	0.0020024972
1997-06-05T07:17:00	0.0018145129
1997-06-05T07:18:00	0.0016551062
1997-06-05T07:19:00	0.0015177536
1997-06-05T07:20:00	0.0013935134
1997-06-05T07:21:00	0.0012748914
1997-06-05T07:22:00	0.0011633117
1997-06-05T07:23:00	0.0010612804
1997-06-05T07:24:00	0.00097545394
1997-06-05T07:25:00	0.0009168004
1997-06-05T07:26:00	0.0008850703
1997-06-05T07:27:00	0.00087526027
1997-06-05T07:28:00	0.00087640184
1997-06-05T07:29:00	0.0009222941
1997-06-05T07:30:00	0.0010529254
1997-06-05T07:31:00	0.0013631897
1997-06-05T07:32:00	0.0019920077
1997-06-05T07:33:00	0.0027358001
1997-06-05T07:34:00	0.0033317027
1997-06-05T07:35:00	0.0038134146
1997-06-05T07:36:00	0.0043640779
1997-06-05T07:37:00	0.0051251594
1997-06-05T07:38:00	0.0061133523
1997-06-05T07:39:00	0.0072240629
1997-06-05T07:40:00	0.0081315162
1997-06-05T07:41:00	0.0086026555
1997-06-05T07:42:00	0.0086426791
1997-06-05T07:43:00	0.008378718
1997-06-05T07:44:00	0.0079710772
1997-06-05T07:45:00	0.0075389617
1997-06-05T07:46:00	0.007176361
1997-06-05T07:47:00	0.0069202436
1997-06-05T07:48:00	0.0067320219
1997-06-05T07:49:00	0.0065008774
1997-06-05T07:50:00	0.0061884308
1997-06-05T07:51:00	0.0058257314
1997-06-05T07:52:00	0.0054212073
1997-06-05T07:53:00	0.0050122705
1997-06-05T07:54:00	0.0046303002
1997-06-05T07:55:00	0.0043095984
1997-06-05T07:56:00	0.0040640561
1997-06-05T07:57:00	0.0038694611
1997-06-05T07:58:00	0.0037134259
1997-06-05T07:59:00	0.0035881898
1997-06-05T08:00:00	0.003466669
1997-06-05T08:01:00	0.0033212525
1997-06-05T08:02:00	0.0031520368
1997-06-05T08:03:00	0.0029736815
1997-06-05T08:04:00	0.0027774347
1997-06-05T08:05:00	0.0025539268
1997-06-05T08:06:00	0.0023296548
1997-06-05T08:07:00	0.0021191167
1997-06-05T08:08:00	0.0019272726
1997-06-05T08:09:00	0.0017546485
1997-06-05T08:10:00	0.0016000434
1997-06-05T08:11:00	0.0014617007
1997-06-05T08:12:00	0.0013377934
1997-06-05T08:13:00	0.0012266127
1997-06-05T08:14:00	0.0011259624
1997-06-05T08:15:00	0.0010356167
1997-06-05T08:16:00	0.00095402537
1997-06-05T08:17:00	0.00088016724
1997-06-05T08:18:00	0.00081311114
1997-06-05T08:19:00	0.00075223955
1997-06-05T08:20:00	0.00069679267
1997-06-05T08:21:00	0.00064616272
1997-06-05T08:22:00	0.00059984956
1997-06-05T08:23:00	0.00055741402
1997-06-05T08:24:00	0.00051847112
1997-06-05T08:25:00	0.00048268025
1997-06-05T08:26:00	0.00044974103
1997-06-05T08:27:00	0.00041938602
1997-06-05T08:28:00	0.0003913781
1997-06-05T08:29:00	0.00036550532
1997-06-05T08:30:00	0.00034157868
1997-06-05T08:31:00	0.00031942845
1997-06-05T08:32:00	0.00029890222
1997-06-05T08:33:00	0.00027986284
1997-06-05T08:34:00	0.00026218663
1997-06-05T08:35:00	0.00024576197
1997-06-05T08:36:00	0.00023048768
1997-06-05T08:37:00	0.00021627214
1997-06-05T08:38:00	0.0002030319
1997-06-05T08:39:00	0.00019047028
1997-06-05T08:40:00	0.00017875036
1997-06-05T08:41:00	0.00016732454
1997-06-05T08:42:00	0.00015652862
1997-06-05T08:43:00	0.00014657532
1997-06-05T08:44:00	0.00013716136
1997-06-05T08:45:00	0.00012844204
1997-06-05T08:46:00	0.00012054558
1997-06-05T08:47:00	0.00011330952
1997-06-05T08:48:00	0.00010660118
1997-06-05T08:49:00	0.00010030897
1997-06-05T08:50:00	9.4572424e-05
1997-06-05T08:51:00	8.9196787e-05
1997-06-05T08:52:00	8.4147083e-05
1997-06-05T08:53:00	7.9406353e-05
1997-06-05T08:54:00	7.4949152e-05
1997-06-05T08:55:00	7.0744194e-05
1997-06-05T08:56:00	6.6791537e-05
1997-06-05T08:57:00	6.3074687e-05
1997-06-05T08:58:00	5.9578306e-05
1997-06-05T08:59:00	5.630482e-05
1997-06-05T09:00:00	5.3228578e-05
1997-06-05T09:01:00	5.0331982e-05
1997-06-05T09:02:00	4.7603669e-05
1997-06-05T09:03:00	4.5011202e-05
1997-06-05T09:04:00	4.2540763e-05
1997-06-05T09:05:00	4.020493e-05
1997-06-05T09:06:00	3.7979938e-05
1997-06-05T09:07:00	3.5902445e-05
1997-06-05T09:08:00	3.3768556e-05
1997-06-05T09:09:00	3.1725442e-05
1997-06-05T09:10:00	2.9304561e-05
1997-06-05T09:11:00	2.6704036e-05
1997-06-05T09:12:00	2.4628074e-05
1997-06-05T09:13:00	2.2718006e-05
1997-06-05T09:14:00	2.0817952e-05
1997-06-05T09:15:00	1.8603243e-05
1997-06-05T09:16:00	1.6287719e-05
1997-06-05T09:17:00	1.376078e-05
1997-06-05T09:18:00	1.1491956e-05
1997-06-05T09:19:00	9.8688333e-06
1997-06-05T09:20:00	8.6668642e-06
1997-06-05T09:21:00	7.8053808e-06
1997-06-05T09:22:00	7.0427095e-06
1997-06-05T09:23:00	6.3669818e-06
1997-06-05T09:24:00	5.6581148e-06
1997-06-05T09:25:00	4.9077685e-06
1997-06-05T09:26:00	4.1316125e-06
1997-06-05T09:27:00	3.4759194e-06
1997-06-05T09:28:00	3.0624797e-06
1997-06-05T09:29:00	2.6705522e-06
1997-06-05T09:30:00	2.4053759e-06
1997-06-05T09:31:00	2.1834958e-06
1997-06-05T09:32:00	1.9732297e-06
1997-06-05T09:33:00	1.7667884e-06
1997-06-05T09:34:00	1.4924632e-06
1997-06-05T09:35:00	1.2322326e-06
1997-06-05T09:36:00	9.807793e-07
1997-06-05T09:37:00	7.2570054e-07
1997-06-05T09:38:00	4.8360448e-07
1997-06-05T09:39:00	3.1293399e-07
1997-06-05T09:40:00	1.8822871e-07
1997-06-05T09:41:00	9.1672007e-08
1997-06-05T09:42:00	0
1997-06-05T09:43:00	0
1997-06-05T09:44:00	0
1997-06-05T09:45:00	0
1997-06-05T09:46:00	0
1997-06-05T09:47:00	0
1997-06-05T09:48:00	0
1997-06-05T09:49:00	0
1997-06-05T09:50:00	0
1997-06-05T09:51:00	0
1997-06-05T09:52:00	0
1997-06-05T09:53:00	0
1997-06-05T09:54:00	0
1997-06-05T09:55:00	0
1997-06-05T09:56:00	0
1997-06-05T09:57:00	0
1997-06-05T09:58:00	0
1997-06-05T09:59:00	0
1997-06-05T10:00:00	0
1997-06-05T10:01:00	0
1997-06-05T10:02:00	0
1997-06-05T10:03:00	0
1997-06-05T10:04:00	0
1997-06-05T10:05:00	0
1997-06-05T10:06:00	0
1997-06-05T10:07:00	0
1997-06-05T10:08:00	0
1997-06-05T10:09:00	0
1997-06-05T10:10:00	0
1997-06-05T10:11:00	0
1997-06-05T10:12:00	0
1997-06-05T10:13:00	0
1997-06-05T10:14:00	0
1997-06-05T10:15:00	0
1997-06-05T10:16:00	0
1997-06-05T10:17:00	0
1997-06-05T10:18:00	0
1997-06-05T10:19:00	0
1997-06-05T10:20:00	0
1997-06-05T10:21:00	0
1997-06-05T10:22:00	0
1997-06-05T10:23:00	0
1997-06-05T10:24:00	0
1997-06-05T10:25:00	0
1997-06-05T10:26:00	0
1997-06-05T10:27:00	0
1997-06-05T10:28:00	0
1997-06-05T10:29:00	0
1997-06-05T10:30:00	0
1997-06-05T10:31:00	0
1997-06-05T10:32:00	0
1997-06-05T10:33:00	0
1997-06-05T10:34:00	0
1997-06-05T10:35:00	0
1997-06-05T10:36:00	0
1997-06-05T10:37:00	0
1997-06-05T10:38:00	0
1997-06-05T10:39:00	0
1997-06-05T10:40:00	0
1997-06-05T10:41:00	0
1997-06-05T10:42:00	0
1997-06-05T10:43:00	0
1997-06-05T10:44:00	0
1997-06-05T10:45:00	0
1997-06-05T10:46:00	0
1997-06-05T10:47:00	0
1997-06-05T10:48:00	0
1997-06-05T10:49:00	0
1997-06-05T10:50:00	0
1997-06-05T10:51:00	0
1997-06-05T10:52:00	0
1997-06-05T10:53:00	0
1997-06-05T10:54:00	0
1997-06-05T10:55:00	0
1997-06-05T10:56:00	0
1997-06-05T10:57:00	0
1997-06-05T10:58:00	0
1997-06-05T10:59:00	0
1997-06-05T11:00:00	0
1997-06-05T11:01:00	0
1997-06-05T11:02:00	0
1997-06-05T11:03:00	0
1997-06-05T11:04:00	0
1997-06-05T11:05:00	0
1997-06-05T11:06:00	0
1997-06-05T11:07:00	0
1997-06-05T11:08:00	0
1997-06-05T11:09:00	0
1997-06-05T11:10:00	0
1997-06-05T11:11:00	0
1997-06-05T11:12:00	0
1997-06-05T11:13:00	0
1997-06-05T11:14:00	0
1997-06-05T11:15:00	0
1997-06-05T11:16:00	0
1997-06-05T11:17:00	0
1997-06-05T11:18:00	0
1997-06-05T11:19:00	0
1997-06-05T11:20:00	0
1997-06-05T11:21:00	0
1997-06-05T11:22:00	0
1997-06-05T11:23:00	0
1997-06-05T11:24:00	0
1997-06-05T11:25:00	0
1997-06-05T11:26:00	0
1997-06-05T11:27:00	0
1997-06-05T11:28:00	0
1997-06-05T11:29:00	0
1997-06-05T11:30:00	0
1997-06-05T11:31:00	0
1997-06-05T11:32:00	0
1997-06-05T11:33:00	0
1997-06-05T11:34:00	0
1997-06-05T11:35:00	0
1997-06-05T11:36:00	0
1997-06-05T11:37:00	0
1997-06-05T11:38:00	0
1997-06-05T11:39:00	0
1997-06-05T11:40:00	0
1997-06-05T11:41:00	0
1997-06-05T11:42:00	0
1997-06-05T11:43:00	0
1997-06-05T11:44:00	0
1997-06-05T11:45:00	0
1997-06-05T11:46:00	0
1997-06-05T11:47:00	0
1997-06-05T11:48:00	0
1997-06-05T11:49:00	0
1997-06-05T11:50:00	0
1997-06-05T11:51:00	0
1997-06-05T11:52:00	0
1997-06-05T11:53:00	0
1997-06-05T11:54:00	0
1997-06-05T11:55:00	0
1997-06-05T11:56:00	0
1997-06-05T11:57:00	0
1997-06-05T11:58:00	0
1997-06-05T11:59:00	0
1997-06-05T12:00:00	0
1997-06-05T12:01:00	0
1997-06-05T12:02:00	0
1997-06-05T12:03:00	0
1997-06-05T12:04:00	0
1997-06-05T12:05:00	0
1997-06-05T12:06:00	0
1997-06-05T12:07:00	0
1997-06-05T12:08:00	0
1997-06-05T12:09:00	0
1997-06-05T12:10:00	0
1997-06-05T12:11:00	0
1997-06-05T12:12:00	0
1997-06-05T12:13:00	0
1997-06-05T12:14:00	0
1997-06-05T12:15:00	0
1997-06-05T12:16:00	0
1997-06-05T12:17:00	0
1997-06-05T12:18:00	0
1997-06-05T12:19:00	0
1997-06-05T12:20:00	0
1997-06-05T12:21:00	0
1997-06-05T12:22:00	5.8793552e-09
1997-06-05T12:23:00	8.0217778e-06
1997-06-05T12:24:00	3.5376746e-05
1997-06-05T12:25:00	7.8050616e-05
1997-06-05T12:26:00	0.00011890077
1997-06-05T12:27:00	0.0001541883
1997-06-05T12:28:00	0.0002106395
1997-06-05T12:29:00	0.00029387136
1997-06-05T12:30:00	0.00038636188
1997-06-05T12:31:00	0.00048358639
1997-06-05T12:32:00	0.00056098221
1997-06-05T12:33:00	0.00060977478
1997-06-05T12:34:00	0.00064901874
1997-06-05T12:35:00	0.00067717547
1997-06-05T12:36:00	0.00071992789
1997-06-05T12:37:00	0.0008283424
1997-06-05T12:38:00	0.00098894432
1997-06-05T12:39:00	0.0011398669
1997-06-05T12:40:00	0.0012494863
1997-06-05T12:41:00	0.0013264841
1997-06-05T12:42:00	0.0013518552
1997-06-05T12:43:00	0.0012988985
1997-06-05T12:44:00	0.0011961671
1997-06-05T12:45:00	0.0010791299
1997-06-05T12:46:00	0.00096527592
1997-06-05T12:47:00	0.00086112029
1997-06-05T12:48:00	0.00076832122
1997-06-05T12:49:00	0.00068657525
1997-06-05T12:50:00	0.00061487017
1997-06-05T12:51:00	0.00055201212
1997-06-05T12:52:00	0.00049684069
1997-06-05T12:53:00	0.00044830859
1997-06-05T12:54:00	0.0004055016
1997-06-05T12:55:00	0.0003676342
1997-06-05T12:56:00	0.00033403724
1997-06-05T12:57:00	0.00030414161
1997-06-05T12:58:00	0.00027746393
1997-06-05T12:59:00	0.00025359291
1997-06-05T13:00:00	0.00023217747
1997-06-05T13:01:00	0.00021291751
1997-06-05T13:02:00	0.00019555539
1997-06-05T13:03:00	0.0001798693
1997-06-05T13:04:00	0.00016566769
1997-06-05T13:05:00	0.00015278446
1997-06-05T13:06:00	0.00014107523
1997-06-05T13:07:00	0.00013041408
1997-06-05T13:08:00	0.0001206908
1997-06-05T13:09:00	0.00011180872
1997-06-05T13:10:00	0.00010368272
1997-06-05T13:11:00	9.6237738e-05
1997-06-05T13:12:00	8.9407396e-05
1997-06-05T13:13:00	8.3132749e-05
1997-06-05T13:14:00	7.7361452e-05
1997-06-05T13:15:00	7.204686e-05
1997-06-05T13:16:00	6.7147317e-05
1997-06-05T13:17:00	6.262555e-05
1997-06-05T13:18:00	5.8448142e-05
1997-06-05T13:19:00	5.4585082e-05
1997-06-05T13:20:00	5.1009341e-05
1997-06-05T13:21:00	4.7696572e-05
1997-06-05T13:22:00	4.4624798e-05
1997-06-05T13:23:00	4.177411e-05
1997-06-05T13:24:00	3.9126502e-05
1997-06-05T13:25:00	3.6665635e-05
1997-06-05T13:26:00	3.4376651e-05
1997-06-05T13:27:00	3.2246044e-05
1997-06-05T13:28:00	3.0261504e-05
1997-06-05T13:29:00	2.841181e-05
1997-06-05T13:30:00	2.668671e-05
1997-06-05T13:31:00	2.5076837e-05
1997-06-05T13:32:00	2.3573608e-05
1997-06-05T13:33:00	2.2169159e-05
1997-06-05T13:34:00	2.0856291e-05
1997-06-05T13:35:00	1.9628373e-05
1997-06-05T13:36:00	1.8479323e-05
1997-06-05T13:37:00	1.7403547e-05
1997-06-05T13:38:00	1.6395887e-05
1997-06-05T13:39:00	1.5451587e-05
1997-06-05T13:40:00	1.4566274e-05
1997-06-05T13:41:00	1.3735896e-05
1997-06-05T13:42:00	1.2956716e-05
1997-06-05T13:43:00	1.2225278e-05
1997-06-05T13:44:00	1.1538381e-05
1997-06-05T13:45:00	1.0893068e-05
1997-06-05T13:46:00	1.0286591e-05
1997-06-05T13:47:00	9.7164029e-06
1997-06-05T13:48:00	9.1801467e-06
1997-06-05T13:49:00	8.6756272e-06
1997-06-05T13:50:00	8.2008055e-06
1997-06-05T13:51:00	7.7537907e-06
1997-06-05T13:52:00	7.3328192e-06
1997-06-05T13:53:00	6.9362509e-06
1997-06-05T13:54:00	6.5625586e-06
1997-06-05T13:55:00	6.210319e-06
1997-06-05T13:56:00	5.8782057e-06
1997-06-05T13:57:00	5.5649825e-06
1997-06-05T13:58:00	5.2694927e-06
1997-06-05T13:59:00	4.9906598e-06
1997-06-05T14:00:00	4.7274775e-06
1997-06-05T14:01:00	4.4790008e-06
1997-06-05T14:02:00	4.2155757e-06
1997-06-05T14:03:00	3.9447768e-06
1997-06-05T14:04:00	3.6886838e-06
1997-06-05T14:05:00	3.4682726e-06
1997-06-05T14:06:00	3.2379924e-06
1997-06-05T14:07:00	2.9523123e-06
1997-06-05T14:08:00	2.6960008e-06
1997-06-05T14:09:00	2.4313711e-06
1997-06-05T14:10:00	2.1805954e-06
1997-06-05T14:11:00	2.0011378e-06
1997-06-05T14:12:00	1.8099048e-06
1997-06-05T14:13:00	1.6286494e-06
1997-06-05T14:14:00	1.4786492e-06
1997-06-05T14:15:00	1.2339774e-06
1997-06-05T14:16:00	9.0966711e-07
1997-06-05T14:17:00	6.2368787e-07
1997-06-05T14:18:00	4.1088927e-07
1997-06-05T14:19:00	2.2498449e-07
1997-06-05T14:20:00	4.8491561e-08
1997-06-05T14:21:00	0
1997-06-05T14:22:00	0
1997-06-05T14:23:00	0
1997-06-05T14:24:00	0
1997-06-05T14:25:00	0
1997-06-05T14:26:00	0
1997-06-05T14:27:00	0
1997-06-05T14:28:00	0
1997-06-05T14:29:00	0
1997-06-05T14:30:00	0
1997-06-05T14:31:00	0
1997-06-05T14:32:00	0
1997-06-05T14:33:00	0
1997-06-05T14:34:00	0
1997-06-05T14:35:00	0
1997-06-05T14:36:00	0
1997-06-05T14:37:00	0
1997-06-05T14:38:00	0
1997-06-05T14:39:00	0
1997-06-05T14:40:00	0
1997-06-05T14:41:00	0
1997-06-05T14:42:00	0
1997-06-05T14:43:00	0
1997-06-05T14:44:00	0
1997-06-05T14:45:00	0
1997-06-05T14:46:00	0
1997-06-05T14:47:00	0
1997-06-05T14:48:00	0
1997-06-05T14:49:00	0
1997-06-05T14:50:00	0
1997-06-05T14:51:00	0
1997-06-05T14:52:00	0
1997-06-05T14:53:00	0
1997-06-05T14:54:00	0
1997-06-05T14:55:00	0
1997-06-05T14:56:00	0
1997-06-05T14:57:00	0
1997-06-05T14:58:00	0
1997-06-05T14:59:00	0
1997-06-05T15:00:00	0
1997-06-05T15:01:00	0
1997-06-05T15:02:00	0
1997-06-05T15:03:00	0
1997-06-05T15:04:00	0
1997-06-05T15:05:00	0
1997-06-05T15:06:00	0
1997-06-05T15:07:00	0
1997-06-05T15:08:00	0
1997-06-05T15:09:00	0
1997-06-05T15:10:00	0
1997-06-05T15:11:00	0
1997-06-05T15:12:00	0
1997-06-05T15:13:00	0
1997-06-05T15:14:00	0
1997-06-05T15:15:00	0
1997-06-05T15:16:00	0
1997-06-05T15:17:00	0
1997-06-05T15:18:00	0
1997-06-05T15:19:00	0
1997-06-05T15:20:00	0
1997-06-05T15:21:00	0
1997-06-05T15:22:00	0
1997-06-05T15:23:00	0
1997-06-05T15:24:00	0
1997-06-05T15:25:00	0
1997-06-05T15:26:00	0
1997-06-05T15:27:00	0
1997-06-05T15:28:00	0
1997-06-05T15:29:00	0
1997-06-05T15:30:00	0
1997-06-05T15:31:00	0
1997-06-05T15:32:00	0
1997-06-05T15:33:00	0
1997-06-05T15:34:00	0
1997-06-05T15:35:00	0
1997-06-05T15:36:00	0
1997-06-05T15:37:00	0
1997-06-05T15:38:00	0
1997-06-05T15:39:00	0
1997-06-05T15:40:00	0
1997-06-05T15:41:00	0
1997-06-05T15:42:00	0
1997-06-05T15:43:00	0
1997-06-05T15:44:00	0
1997-06-05T15:45:00	0
1997-06-05T15:46:00	0
1997-06-05T15:47:00	0
1997-06-05T15:48:00	0
1997-06-05T15:49:00	0
1997-06-05T15:50:00	0
1997-06-05T15:51:00	0
1997-06-05T15:52:00	0
1997-06-05T15:53:00	0
1997-06-05T15:54:00	0
1997-06-05T15:55:00	0
1997-06-05T15:56:00	0
1997-06-05T15:57:00	0
1997-06-05T15:58:00	0
1997-06-05T15:59:00	0
1997-06-05T16:00:00	0
